english|hindi_concept|type|japanese|hirangana|pronunciation|example_eng|example_jap
swirl_2|Bazvara,cakkara+KAwe+hue+udZa|noun|渦|うず|uzu_1|swirl of dust|埃の渦
swish_1|sarasarAhata|verb|シュッと振る|しゅっとふる|shuttofuru_1|swish a whip|鞭をシュッと振る
swiss_1||noun|スイス|すいす|suisu_1|watch of Swiss make|スイス製の時計
switch_1|batana,GuMdI,svica,svica|verb|変更する|へんこう|henkou_1|switch lanes|車線を変更する
switch_2|batana,GuMdI,svica,svica|noun|切り替え|きりかえ|kirikae_1|context switch|文脈切り替え
switch_3|batana,GuMdI,svica,svica|noun|スイッチ|すいっち|suicchi_1|manual switch|手動スイッチ
switch_4|batana,GuMdI,svica,svica|verb|切り替える|きりかえる|kirikaeru_1|switch from A to B|AからBへ切り替える
switchblade_1||noun|飛び出しナイフ|とびだしないふ|tobidashinaifu_1|carry a switchblade|飛び出しナイフを持ち歩く
switchboard_1|svicaborda|noun|配電盤|はいでんばん|haidenban_1|emergency switchboard|非常配電盤
switchgear_1||noun|スイッチギヤ|すいっちぎや|suicchigiya_1|low-voltage switchgear|低電圧スイッチギヤ
switchgear_2||noun|開閉装置|かいへいそうち|kaiheisouchi_1|distribution switchgear|配電用開閉装置
swivel_1||noun|スイベル|すいべる|suiberu_1|sling swivel|スリング・スイベル
swoon_1|behoSa+ho+jA,gaPZalawa,gZaSa,mUrcCA|verb|気絶する|きぜつ|kizetsu_1|ready to swoon|気絶しそうである
swoop_1|Japata+padYanA,JapattA,Japeta,rapattA|noun|急降下|きゅうこうか|kyuukouka_1|swoop of a hawk|タカの急降下
swoop_2|Japata+padYanA,JapattA,Japeta,rapattA|verb|急降下する|きゅうこうか|kyuukouka_2|swoop down from the roof|屋根から急降下する
sword_1|Kadga,kqpANa,SamaSera,SamaSIra,sikalI,walavAra,wega|noun|剣|けん|ken_1|stone sword|石剣
sword_2|Kadga,kqpANa,SamaSera,SamaSIra,sikalI,walavAra,wega|noun|刀|かたな|katana_1|return a sword to the scabbard|刀を鞘に戻す
swordfish_1||noun|メカジキ|めかじき|mekajiki_1|frozen swordfish|冷凍メカジキ
swordplay_1||noun|剣術|けんじゅつ|kenjutsu_1|master of swordplay|剣術の達人
swordsman_1||noun|剣士|けんし|kenshi_1|the best swordsman in the unit|部隊で一番の剣士
sycophant_1|BAta,cAtukAra,jIhujZUra,makKanabAjZa,masakebAjZa,musAhiba,pitTU,priyavAxI,rakZAbImajZahaba,todZI,xarabArI|noun|ごますり|ごますり|gomasuri_1|He's such a sycophant.|彼ったらごますりなんだから。
sycophantic_1|cApalUsa|adjective|へつらった|へつらった|hetsuratta_1|sycophantic man|へつらった男
syllabic_1||adjective|音節の|おんせつの|onsetsuno_1|syllabic letter|音節文字
syllable_1|akRara|noun|音節|おんせつ|onsetsu_1|free syllable|自由音節
syllogism_1||noun|三段論法|さんだんろんぽう|sandanronpou_1|Aristotelian syllogism|アリストテレスの三段論法
sylvan_1||adjective|森の|もりの|morino_1|a shady sylvan glade|陰になった森の空地
symbiosis_1||noun|共生|きょうせい|kyousei_1|symbiosis among animals|動物間の共生
symbol_1|prawIka,prawoka,saMkewAkRara,waKwI|noun|記号|きごう|kigou_1|complex symbol|複合記号
symbol_2|prawIka,prawoka,saMkewAkRara,waKwI|noun|シンボル|しんぼる|shinboru_1|symbol of a nation|国のシンボル
symbol_3|prawIka,prawoka,saMkewAkRara,waKwI|noun|象徴|しょうちょう|shouchou_1|symbol of personal freedom|個人の自由の象徴
symbolic_1|lAkRaNika,prawIkAwmaka,sAMkewika|adjective|象徴的|しょうちょうてき|shouchouteki_1|symbolic expression|象徴的表現
symmetry_1|prawisAmya,sanwulana|noun|対称|たいしょう|taishou_1|lateral symmetry|左右対称
symmetry_2|prawisAmya,sanwulana|noun|対称性|たいしょうせい|taishousei_1|molecule symmetry|分子対称性
slumber_1|alpanixrA,nIMxa,nixrA,prasupwapwi,supwi|noun|眠り|ねむり|nemuri_1|fall into a deep slumber|深い眠りに落ちる
slumber_2|alpanixrA,nIMxa,nixrA,prasupwapwi,supwi|verb|眠る|ねむる|nemuru_1|slumber in class|授業中に眠る
slumber_3|alpanixrA,nIMxa,nixrA,prasupwapwi,supwi|verb|無駄に過ごす|むだにすごす|mudanisugosu_1|slumber one's life without doing anything|何もせずに人生を無駄に過ごす
slump_1|avapAwa,gira+padZa,girAvata|verb|崩れ落ちる|くずれおちる|kuzureochiru_1|slump back onto the deck|デッキに崩れ落ちる
slump_2|avapAwa,gira+padZa,girAvata|noun|落ち込み|おちこみ|ochikomi_1|slump in foreign sales|海外向けの売り上げの落ち込み
slump_3|avapAwa,gira+padZa,girAvata|noun|不振|ふしん|fushin_1|slump in sales|販売不振
slur_1|aspaRta+AvAjZa,aspaRta+uccAraNa,kalaMka,kalaMka+laga,XabbA|noun|中傷|ちゅうしょう|chuushou_1|racial slur|人種差別的な中傷
slurp_1||verb|音を立てて食べる|おとをたててたべる|oto o tatete taberu_1|Japanese people slurp when they eat noodles.|日本人は麺類を音を立てて食べる。
slurry_1||noun|スラリー|すらりー|surari-_1|coal slurry|石炭スラリー
sly_1|EyAra|adjective|ずる賢い|ずるがしこい|zurugashikoi_1|sly boy|ずる賢い少年
smack_1|catAkA|noun|香り|かおり|kaori_1|smack of rosemary|ローズマリーの香り
small_1|alpa,CotA,hakZIra,kama,kRuxra,KZaPZIPa,laGu,nanhAz,nyUna,oCA|adjective|小さな|ちいさな|chiisana_1|small bag|小さな鞄
small_2|alpa,CotA,hakZIra,kama,kRuxra,KZaPZIPa,laGu,nanhAz,nyUna,oCA|adjective|小|しょう|shou_1|small group|小グループ
small_3|alpa,CotA,hakZIra,kama,kRuxra,KZaPZIPa,laGu,nanhAz,nyUna,oCA|adjective|小型|こがた|kogata_1|small airplane|小型航空機
small_4|alpa,CotA,hakZIra,kama,kRuxra,KZaPZIPa,laGu,nanhAz,nyUna,oCA|adjective|わずかな|わずかな|wazukana_1|small change|わずかな変化
small_5|alpa,CotA,hakZIra,kama,kRuxra,KZaPZIPa,laGu,nanhAz,nyUna,oCA|adjective|小さい|ちいさい|chiisai_1|small animal|小さい動物
smaller_1|kamawara,kamawara,laGuwara,laGuwara,nyUnawara,nyUnawara|adjective|小規模の|しょうきぼの|shoukibono_1|smaller banks|小規模の銀行
smaller_2|kamawara,kamawara,laGuwara,laGuwara,nyUnawara,nyUnawara|adjective|中小|ちゅうしょう|chuushou_1|smaller business|中小企業
smallish_1||adjective|こじんまりとした|こじんまりとした|kojinmaritoshita_1|smallish store|こじんまりとした店
smallpox_1|cecaka|noun|天然痘|てんねんとう|tennentou_1|vaccination against smallpox|天然痘予防接種
smart_1|cAkZa-cObaMxa,cAkZa-cObaMxa,cilaka,cilaka,cIsa,cuswa,cuswa,PurawIlA,PurawIlA,tIsa,tIsa,wadZapa,wadZapa,wadZapa|adjective|賢明|けんめい|kenmei_1|smart idea|賢明な案
smart_2|cAkZa-cObaMxa,cAkZa-cObaMxa,cilaka,cilaka,cIsa,cuswa,cuswa,PurawIlA,PurawIlA,tIsa,tIsa,wadZapa,wadZapa,wadZapa|adjective|活発|かっぱつ|kappatsu_1|smart discussion|活発な議論
smart_3|cAkZa-cObaMxa,cAkZa-cObaMxa,cilaka,cilaka,cIsa,cuswa,cuswa,PurawIlA,PurawIlA,tIsa,tIsa,wadZapa,wadZapa,wadZapa|adjective|賢い|かしこい|kashikoi_1|smart choice|賢い選択
smart_4|cAkZa-cObaMxa,cAkZa-cObaMxa,cilaka,cilaka,cIsa,cuswa,cuswa,PurawIlA,PurawIlA,tIsa,tIsa,wadZapa,wadZapa,wadZapa|adjective|お洒落|おしゃれ|oshare_1|with a smart atmosphere|お洒落な雰囲気で
smash_1|BUna,jZorase+mAra,parAjiwa+kara,takarAne+kI+Xvani|verb|打ち破る|うちやぶる|uchiyaburu_1|smash a record|記録を打ち破る
smash_2|BUna,jZorase+mAra,parAjiwa+kara,takarAne+kI+Xvani|verb|割る|わる|waru_1|smash a windowpane|窓ガラスを割る
smash_3|BUna,jZorase+mAra,parAjiwa+kara,takarAne+kI+Xvani|verb|衝突する|しょうとつ|shoutotsu_1|smash into a tree|木に衝突する
smatter_1||verb|たどたどしく話す|たどたどしくはなす|tadotadoshikuhanasu_1|She smatters Arabic.|彼女はアラビア語をたどたどしく話す。
smear_1|lepa,lIpa,mala|verb|塗る|ぬる|nuru_1|smear butter on bread|パンにバターを塗る
smell_1|bAsa,bU,bUA,gaMXa,sUzGa,vAsa|noun|匂い|におい|nioi_1|smell of a dead fish|死んだ魚の匂い
smell_2|bAsa,bU,bUA,gaMXa,sUzGa,vAsa|noun|香り|かおり|kaori_1|smell of rose|バラの香り
smell_3|bAsa,bU,bUA,gaMXa,sUzGa,vAsa|verb|嗅ぐ|かぐ|kagu_1|smell a flower|花を嗅ぐ
smelly_1|baxabUxAra|adjective|臭い|くさい|kusai_1|a smelly garbage can|臭いごみ箱
smelt_1||verb|精錬する|せいれん|seiren_1|smelt copper|銅を精錬する
smile_1|musakAna,muskAna,muskAna,muskarA,muskarAhata,smiwa,smiwi|noun|微笑み|ほほえみ|hohoemi_1|tender smile|優しい微笑み
smile_2|musakAna,muskAna,muskAna,muskarA,muskarAhata,smiwa,smiwi|noun|笑顔|えがお|egao_1|very best smile|最高の笑顔
smile_3|musakAna,muskAna,muskAna,muskarA,muskarAhata,smiwa,smiwi|verb|微笑む|ほほえむ|hohoemu_1|smile at everyone|皆に微笑む
smirk_1||noun|作り笑い|つくりわらい|tsukuriwarai_1|obvious smirk|明らかな作り笑い
smith_1||noun|鍛冶屋|かじや|kajiya_1|My grandfather is a smith.|祖父は鍛冶屋です。
smith_2||exclamation|もしもし|もしもし|moshimoshi_1|"""Hallo, may I talk to the regional manager?'"|もしもし、地域担当マネージャーをお願いします。
smithereens_1||noun|木っ端みじん|こっぱみじん|koppamijin_1|smash to smithereens|木っ端みじんに打ち砕く
smog_1||noun|スモッグ|すもっぐ|sumoggu_1|white smog|白いスモッグ
smoke_1|XuAz,XUma,XUmra,XUmrapAna+kara,XuzA+xe|noun|煙|けむり|kemuri_1|thread of smoke|一筋の煙
smoke_2|XuAz,XUma,XUmra,XUmrapAna+kara,XuzA+xe|noun|タバコを吸う|たばこをすう|tabakowosuu_1|smoke a pack a day|一日一箱タバコを吸う
smokehouse_1||noun|薫製所|くんせいじょ|kunseijo_1|run a smokehouse|薫製所を経営する
smoking_1|XUmapAna,XUmapAna,XUmrapAna,XUmrapAna|noun|喫煙|きつえん|kitsuen_1|Smoking is prohibited in the entire building.|建物全体での喫煙は禁止です。
smoky_1|saXUma,Xumavawa,XumElA,XumravarNa,XuzXuAwA|adjective|煙たい|けむたい|kemutai_1|smoky room|煙たい部屋
smooch_1||noun|キス|きす|kisu_1|Give me a smooch.|キスして。
smooth_1|abAXa,abAXiwa,akaMtaka,anavaruxXa,cikanA,ekasAra,masqNa,nirbAXa,niRkaMtaka,nirviGna,sapAta,snigXa|adjective|滑らか|なめらか|nameraka_1|smooth curve|滑らかな曲線
smother_1||adjective|円滑|えんかつ|enkatsu_1|smoother communication|円滑なコミュニケーション
smudge_1|XuAz|noun|汚れ|よごれ|yogore_1|smudge around mouth|口の周りの汚れ
smudgy_1||adjective|不鮮明|ふせんめい|fusenmeino_1|smudgy screen|不鮮明なスクリーン
smug_1||adjective|独り善がりの|ひとりよがりの|hitoriyogarino_1|person with a smug face|独り善がりの顔をした人
smuggle_1||verb|密輸する|みつゆ|mitsuyu_1|smuggle drugs from neighboring countries|近隣諸国から麻薬を密輸する
smutty_1||adjective|わいせつな|わいせつな|waisetsuna_1|smutty magazine|わいせつな雑誌
sentinel_1|praharI|noun|監視者|かんししゃ|kanshisha_1|environmental sentinel|環境監視者
sentry_1|barakZaMxAjZa,paharexAra,paharI,paharuA,saMwarI,saMwarI|noun|見張り|みはり|mihari_1|post a sentry|見張りを置く
sepal_1||noun|萼片|がくへん|gakuhen_1|posterior sepal|後萼片
separable_1|viBaxya|adjective|可分|かぶん|kabun_1|separable approximation|可分近似
separate_1|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|verb|分ける|わける|wakeru_1|separate the outside from the inside|内側と外側を分ける
separate_2|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|verb|区別する|くべつ|kubetsu_1|separate butterflies from moths|蝶を蛾と区別する
separate_3|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|verb|切り離す|きりはなす|kirihanasu_1|separate the past from the present|過去を現在から切り離す
separate_4|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|verb|分離する|ぶんり|bunri_1|separate alcohol from water|水からアルコールを分離する
separate_5|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|adjective|異なる|ことなる|kotonaru_1|This word has five separate meanings.|この単語には5つの異なる意味がある。
separate_6|alaga,alagA,alagA,alahaxA,biCadZa,biCudZa,bilaga,bilagA,Binna,juxA,pqWak,Puta,svawaMwra,vilaga,vilagA|adjective|別々|べつべつ|betsubetsu_1|separate bill|別々の勘定書
sepia_1||noun|セピア|せぴあ|sepia_1|apply effects such as monotone and sepia|モノトーンやセピアなどの効果をかける
september_1|siwaMbara|noun|九月|くがつ|kugatsu_1|September 15th is Aged People's Day in Japan.|９月１５日は日本では敬老の日です。
septic_1|jZaharabAxa|adjective|敗血症性|はいけつしょうせい|haiketsushousei_1|septic peritonitis|敗血症性腹膜炎
septuagenarian_1||noun|70歳代の人|ななじゅうだいのひと|nanajuudainohito_1|group of septuagenarians|70歳代の人の集まり
septum_1||noun|中隔|ちゅうかく|chuukaku_1|septum of nose|鼻中隔
sepulchral_1||adjective|陰気|いんき|inki_1|sepulchral voice|陰気な声
sequel_1||noun|続編|ぞくへん|zokuhen_1|film sequel|映画の続編
sequence_1|anukrama,anukramaNa,AnupUrvya,krama,prakrama,pUrvAparawA,wArawamya|noun|配列|はいれつ|hairetsu_1|cellular sequence|細胞配列
sequence_2|anukrama,anukramaNa,AnupUrvya,krama,prakrama,pUrvAparawA,wArawamya|noun|結果|けっか|kekka_1|What was the sequence to that?|その結果はどうなったか？
sequence_3|anukrama,anukramaNa,AnupUrvya,krama,prakrama,pUrvAparawA,wArawamya|noun|順序|じゅんじょ|junjo_1|working sequence|作業順序
sequence_4|anukrama,anukramaNa,AnupUrvya,krama,prakrama,pUrvAparawA,wArawamya|noun|シーケンス|しーけんす|shi-kensu_1|sequence boundary|シーケンス境界
sequential_1||adjective|逐次|ちくじ|chikuji_1|sequential control|逐次制御
sequential_2||adjective|連続|れんぞく|renzoku_1|sequential choice|連続選択
sequential_3||adjective|逐次的|ちくじてき|chikujiteki_1|sequential approach|逐次的方法
sequential_4||adjective|連続的|れんぞくてき|renzokuteki_1|sequential examination|連続的検査
sequestration_1||noun|隔離|かくり|kakuri_1|ocean sequestration|海洋隔離
sequestration_2||noun|分離|ぶんり|bunri_1|nuclear sequestration|核分離
sequin_1||noun|スパンコール|すぱんこーる|supanko-ru_1|sew a sequin on one's skirt|スカートにスパンコールを縫い付ける
sera_1||noun|血清|けっせい|kessei_1|patient sera|患者血清
serenade_1||noun|セレナーデ|せれなーで|serena-de_1|farewell serenade|別れのセレナーデ
serendipitous_1||adjective|思わぬ|おもわぬ|omowanu_1|serendipitous discovery|思わぬ発見
serendipitous_2||adjective|予期せぬ|よきせぬ|yokisenu_1|serendipitous income|予期せぬ収入
serene_1|praSAnwa|adjective|落ち着いた|おちついた|ochitsuita_1|serene discussion|落ち着いた議論
serene_2|praSAnwa|adjective|穏やか|おだやか|odayaka_1|serene view of the village from mountain top|山頂から見た村の穏やかな景色
serenity_1||noun|平静|へいせい|heisei_1|disturb serenity|平静を乱す
serge_1|sarja|noun|サージ|さーじ|sa-ji_1|cotton serge|綿サージ
sergeant_1|sArjeMta|noun|軍曹|ぐんそう|gunsou_1|army sergeant|陸軍軍曹
serial_1|kramika,XArAvAhI,XArAvAhika|adjective|連続|れんぞく|renzoku_1|serial novel|連続小説
serial_2|kramika,XArAvAhI,XArAvAhika|noun|連続番組|れんぞくばんぐみ|renzokubangumi_1|television serial|テレビの連続番組
serial_3|kramika,XArAvAhI,XArAvAhika|adjective|直列|ちょくれつ|chokuretsu_1|serial composition|直列合成
serial_4|kramika,XArAvAhI,XArAvAhika|adjective|シリアル|しりある|shiriaru_1|serial number|シリアルナンバー
series_1|avali,kZawAra,laswagA,mAlA,mAlikA,prakrama,silasilA,SreNI,SrqMKalA,wAra,wAzwA|noun|シリーズ|しりーず|shiri-zu_1|comedy series|コメディーシリーズ
series_2|avali,kZawAra,laswagA,mAlA,mAlikA,prakrama,silasilA,SreNI,SrqMKalA,wAra,wAzwA|adjective|直列|ちょくれつ|chokuretsu_1|series circuit|直列回路
serif_1||noun|セリフ|せりふ|serifu_1|serif typeface|セリフ書体
serious_1|gaMBIra,saMjIxA|adjective|本格的|ほんかくてき|honkakuteki_1|serious research|本格的な研究
serious_2|gaMBIra,saMjIxA|adjective|深刻|しんこく|shinkoku_1|serious health condition|深刻な健康状態
serious_3|gaMBIra,saMjIxA|adjective|真剣|しんけん|shinken_1|serious purpose|真剣な目的
serious_4|gaMBIra,saMjIxA|adjective|まじめ|まじめ|majime_1|serious talk|まじめな話
serious_5|gaMBIra,saMjIxA|adjective|重大|じゅうだい|juudai_1|serious damage|重大な損害
serious_6|gaMBIra,saMjIxA|adjective|シリアス|しりあす|shiriasu_1|serious play|シリアスな芝居
sermon_1|pravacana,upaxeSa,vAjZa|noun|説教|せっきょう|sekkyou_1|dull sermon|退屈な説教
serology_1||noun|血清学|けっせいがく|kesseigaku_1|syphilis serology|梅毒血清学
serpent_1|ahi,BujaMga,PaNI,sarpa,sAzpa,vyAla|noun|ヘビ|へび|hebi_1|sea serpent|ウミヘビ
serpentine_1||adjective|曲がりくねった|まがりくねった|magarikunetta_1|serpentine tunnel|曲がりくねったトンネル
